row_index,MPN,Part_Desc,Manufacturer,Brand,Classpath,classification_status,classification_method,evidence_tier,evidence_type,evidence_url,evidence_match_status,evidence_summary,taxonomy_validation,contradiction_check,confidence,validation_status,rejection_reason
841,DPH31B,"DPH31B 1"" #3 Phillips Drive - Bit",Freud Inc,Diablo®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
842,DPH32B,"DPH32B 2"" #3 Phillips Drive - Bit",Freud Inc,Diablo®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
843,DPH335B,"DPH335B 3-1/2"" #3 Phillips - Drive Bit",Freud Inc,Diablo®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
844,DSQ12B,"DSQ12B 2"" #1 Square Drive Bit",Freud Inc,Diablo®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
845,DSQ22B,"DSQ22B 2"" #2 Square Drive Bit",Freud Inc,Diablo®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
846,DSQ26B,"DSQ26B 6"" #2 Square Drive Bit",Freud Inc,Diablo®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
847,DSQ32B,"DSQ32B 2"" #3 Square Drive Bit",Freud Inc,Diablo®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
848,DT102B,"DT102B 2"" #10 Torx Drive Bit",Freud Inc,Diablo®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
849,DT152B,"DT152B 2"" #15 Torx Drive Bit",Freud Inc,Diablo®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
850,DT1535B,"DT1535B 3-1/2"" #15 Torx Drive - Bit",Freud Inc,Diablo®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
851,DT202B,"DT202B 2"" #20 Torx Drive Bit",Freud Inc,Diablo®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
852,DT2035B,"DT2035B 3-1/2"" #20 Torx Drive - Bit",Freud Inc,Diablo®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
853,DT206B,"DT206B 6"" #20 Torx Drive Bit",Freud Inc,Diablo®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
854,DT252B,"DT252B 2"" #25 Trox Drive Bit",Freud Inc,Diablo®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
855,DT2535B,"DT2535B 3-1/4"" #25 Torx Drive - Bit",Freud Inc,Diablo®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
856,DT256B,"DT256B 6"" #25 Torx Drive Bit",Freud Inc,Diablo®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
857,DT302B,"DT302B 2"" #30 Torx Drive Bit",Freud Inc,Diablo®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
858,DT402B,"DT402B 2"" #40 Torx Drive Bit",Freud Inc,Diablo®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
859,DDWSSB,DDWSSB #2 Drywall Screw Setter,Freud Inc,Diablo®,Building Materials>Building Materials>Structural & Wall Materials,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
860,191V02-0,191V02-0 Makita #2 Phillips Bit 5pk,"Makita U.S.A., Inc.",Makita®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
861,XTS02Z,"XTS02Z Makita 18V 1/4"" Narrow Crown Stapler 18GA","Makita U.S.A., Inc.",Makita®,Tools & Equipment>Power Tools>Power Fastening Tools,CLASSIFIED,RULE_MATCH,Tier 1,PRODUCT_SPECIFIC_OFFICIAL_URL,https://www.makitatools.com/products/details/XTS02Z,PASS,Exact official manufacturer URL verified product identity,PASS,PASS,HIGH,PASS,NONE
862,DCF809D1,"DCF809D1 Dewalt Atomic 20V 1/4"" Impact Driver Kit","Stanley Black & Decker, Inc.",DEWALT®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
863,2761-20,"2761-20 Milw M18 1/4"" Hex Hydraulic Driver",Milwaukee Tool,Milwaukee®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
864,2761-22,2761-22 Milw M18 Surge Kit,Milwaukee Tool,Milwaukee®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
865,3450-20,3450-20 Milw M12 Impact Driver - Brushless Compact (Bare),Milwaukee Tool,Milwaukee®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
866,KPTDV025A,KPTDV025A Kreg 20V Ionic Compact Impact Driver,Kreg Tool Company,Kreg®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
867,3048-20,"3048-20 Milw M12 1/4"" Impact Wrench w/Friction Ring",Milwaukee Tool,Milwaukee®,Tools & Equipment>Hand Tools>Hand Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
868,3049-20,"3049-20 Milw M12 3/8"" Impact Wrench w/Friction Ring",Milwaukee Tool,Milwaukee®,Tools & Equipment>Hand Tools>Hand Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
869,2563-20,"2563-20 Milw M12 Stubby 1/2"" Impact Wrench",Milwaukee Tool,Milwaukee®,Tools & Equipment>Hand Tools>Hand Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
870,DCF961B,"Dewalt DCF961B 20V 1/2"" Impact - Bare Tool","Stanley Black & Decker, Inc.",DEWALT®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
871,DCF964B,"DCF964B Dewalt 20V 3/4"" Impact - Wrench (Bare)","Stanley Black & Decker, Inc.",DEWALT®,Tools & Equipment>Hand Tools>Hand Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
872,2563P-20,"2563P-20 Milw M12 1/2"" Stubby - Impact Wrench w/Pin Detent",Milwaukee Tool,Milwaukee®,Tools & Equipment>Hand Tools>Hand Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
873,DCF921P2,DCF921P2 Dewalt 20V 1/2 Impact,"Stanley Black & Decker, Inc.",DEWALT®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
874,XLT03Z,"XLT03Z Makita 3/8"" 18V Angle Impact","Makita U.S.A., Inc.",Makita®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
875,XLT04Z,"XLT04Z Makita 1/4"" 18V Angle Impact","Makita U.S.A., Inc.",Makita®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
876,XLT05Z,"XLT05Z Makita 1/2"" 18V Angle Impact","Makita U.S.A., Inc.",Makita®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
877,DCF510B,Dewalt DCF510B 20V Rachet - Interchangeable Anvil,"Stanley Black & Decker, Inc.",DEWALT®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
878,3052-20,"3052-20 Milw M12 Fuel 1/4"" Rachet",Milwaukee Tool,Milwaukee®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
879,3054-20,"3054-20 Milw M12 1/2"" Ratchet (Bare)",Milwaukee Tool,Milwaukee®,Tools & Equipment>Hand Tools>Hand Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
880,DCF513EB,"DCF513EB Dewalt 3/8"" Open Head Rachet","Stanley Black & Decker, Inc.",DEWALT®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
881,XVP01Z,"XVP01Z Makita 18V 3"" Polisher/ 2"" Sander","Makita U.S.A., Inc.",Makita®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
882,DCM200B,DCM200B Dewalt 1/2in x 18in - Band File,"Stanley Black & Decker, Inc.",DEWALT®,Tools & Equipment>Hand Tools>Files & Rasps,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
883,DCG410B,"DCG410B Dewalt 20V 4-1/2""-5"" - Angle Grinder (Bare)","Stanley Black & Decker, Inc.",DEWALT®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
884,DCG460B,"DCG460B Dewalt 60V Grinder - 7-9""","Stanley Black & Decker, Inc.",DEWALT®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
885,DCG402B,"DCG402B Dewalt 20V 4.5"" Angle Grinder (Bare)","Stanley Black & Decker, Inc.",DEWALT®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
886,3485-20,"3485-20 Milw M12 1/4"" Right Angle Die Grinder",Milwaukee Tool,Milwaukee®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
887,DCG420B,DCG420B Dewalt 20V Die Grinder (Bare),"Stanley Black & Decker, Inc.",DEWALT®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
888,DCG422B,DCG422B Dewalt 20V Right Angle Die Grinder (Bare),"Stanley Black & Decker, Inc.",DEWALT®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
889,924422,924422 Mafell Carpentry - Planing Machine ZH 320 Ec 120V,,,Tools & Equipment>Power Tools>Benchtop & Stationary Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
890,DCW620B,DCW620B Dewalt 20V Plunge - Router,"Stanley Black & Decker, Inc.",DEWALT®,UNRESOLVED,UNRESOLVED,UNRESOLVED,Tier 4,INSUFFICIENT_EVIDENCE,,NO_MATCH,No explicit product noun phrase or verified live web evidence,UNRESOLVED,PASS,NONE,PASS,INSUFFICIENT_PRODUCT_DESCRIPTION
891,2535-20,"2535-20 Milw 3"" Orbit Sander - M12",Milwaukee Tool,Milwaukee®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
892,2837-20,"2837-20 Milw M18 5"" Sander - Orbital (Bare)",Milwaukee Tool,Milwaukee®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
893,577728,577728 Festool Cordless Sander - ETSC 2 150 I-Plus,Festool Usa,Festool®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
894,577738,577738 Festool Cordless Sander - ETSC 2 125 I-Plus,Festool Usa,Festool®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
895,KPTRS500A,"KPTRS500A Kreg 20V Ionic 5"" Random Orbit Sander",Kreg Tool Company,Kreg®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
896,24-35M-320,"24-35M-320 Iridium Grip - 3.2"" x 5.2"" Grip",Mirka Abrasives Inc,,UNRESOLVED,UNRESOLVED,UNRESOLVED,Tier 4,INSUFFICIENT_EVIDENCE,,NO_MATCH,No explicit product noun phrase or verified live web evidence,UNRESOLVED,PASS,NONE,PASS,INSUFFICIENT_PRODUCT_DESCRIPTION
897,9A-129-120,9A-129-120 Abranet 3x4 - 50 Sheets/Box,Mirka Abrasives Inc,,Tools & Equipment>Power Tool Accessories>Abrasives>Sanding Discs,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
898,578800,578800 Festool 80x133 M GR PRO/10,Festool Usa,Festool®,Tools & Equipment>Power Tool Accessories>Abrasives>Sanding Discs,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
899,578801,578801 Festool 80x133 F GR PRO/10,Festool Usa,Festool®,Tools & Equipment>Power Tool Accessories>Abrasives>Sanding Discs,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
900,578802,578802 Festool 80x133 S GR PRO/10,Festool Usa,Festool®,Tools & Equipment>Power Tool Accessories>Abrasives>Sanding Discs,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
901,578808,578808 Festool 3x4 M GR PRO/10,Festool Usa,Festool®,Tools & Equipment>Power Tool Accessories>Abrasives>Sanding Discs,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
902,578809,578809 Festool 3x4 F GR PRO/10,Festool Usa,Festool®,Tools & Equipment>Power Tool Accessories>Abrasives>Sanding Discs,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
903,578810,578810 Festool 3x4 S GR PRO/10,Festool Usa,Festool®,Tools & Equipment>Power Tool Accessories>Abrasives>Sanding Discs,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
904,578811,578811 Festool 3x4 GR PRO/10-Set,Festool Usa,Festool®,Tools & Equipment>Power Tool Accessories>Abrasives>Sanding Discs,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
905,578192,578192 Festool D 150 GR SYS - Systainer Abrasive Set,Festool Usa,Festool®,Tools & Equipment>Power Tool Accessories>Abrasives>Sanding Discs,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
906,578806,578806 Festool Delta S GR PRO/10,Festool Usa,Festool®,Tools & Equipment>Power Tool Accessories>Abrasives>Sanding Discs,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
907,D0860X,"D0860X Diablo 8-1/4"" 60 Tooth - Fine Finish Saw Blade",Freud Inc,Diablo®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Saw Blades,CLASSIFIED,RULE_MATCH,Tier 2,PRODUCT_SPECIFIC_DISTRIBUTOR_URL,https://www.toolboxsupply.com/products/diablo-d0860x-fine-finish-saw-blade-8-1-4-inch-x-60-tooth; https://americatools.com/diablo-d0860x-8-1-4-x-60-teeth-fine-finish-saw-blade-for-wood,PASS,Exact distributor/catalog URL verified product identity,PASS,PASS,HIGH,PASS,NONE
908,48-40-0740,48-40-0740 Milw 7-1/4in. 24T - Framing Circ Saw Blade,Milwaukee Tool,Milwaukee®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Saw Blades,CLASSIFIED,RULE_MATCH,Tier 1,PRODUCT_SPECIFIC_OFFICIAL_URL,https://www.milwaukeetool.com/products/details/7-1-4-24t-thick-kerf-framing-circular-saw-blade/48-40-0740; https://www.coastaltool.com/products/milwaukee-48-40-0740-24t-thick-kerf-framing-circular-saw-blade,PASS,Exact official manufacturer URL verified product identity,PASS,PASS,HIGH,PASS,NONE
909,48-41-0740,48-41-0740 Milw7-1/4 24TFrming - Blade,Milwaukee Tool,Milwaukee®,UNRESOLVED,UNRESOLVED,UNRESOLVED,Tier 4,INSUFFICIENT_EVIDENCE,,NO_MATCH,No explicit product noun phrase or verified live web evidence,UNRESOLVED,PASS,NONE,PASS,INSUFFICIENT_PRODUCT_DESCRIPTION
910,A-96095,"A-96095 Makita 5-7/8"" 32T Saw Blade","Makita U.S.A., Inc.",Makita®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Saw Blades,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
911,D0760UX,"D0760UX Diablo 7-1/4"" 60T Circ - Saw Blade",Freud Inc,Diablo®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Saw Blades,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
912,230.312.08,230.312.08 CMT Locked Dado Pro Set,CMT USA Inc,,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
